,image_files,exercise_label,numeric_labels,partition
10054,push up_1000101.jpg,push up,6.0,train
10053,push up_100011.jpg,push up,6.0,train
10052,push up_1000111.jpg,push up,6.0,train
10051,push up_1000121.jpg,push up,6.0,test
10050,push up_1000131.jpg,push up,6.0,test
10049,push up_1000141.jpg,push up,6.0,train
10048,push up_100021.jpg,push up,6.0,train
10047,push up_100031.jpg,push up,6.0,train
10046,push up_100041.jpg,push up,6.0,validation
10045,push up_100051.jpg,push up,6.0,train
10044,push up_100061.jpg,push up,6.0,test
10043,push up_100071.jpg,push up,6.0,test
10042,push up_100081.jpg,push up,6.0,validation
10041,push up_100091.jpg,push up,6.0,test
10040,push up_100101.jpg,push up,6.0,train
10039,push up_100111.jpg,push up,6.0,test
10038,push up_100121.jpg,push up,6.0,validation
10037,push up_100131.jpg,push up,6.0,train
10036,push up_1400001.jpg,push up,6.0,train
10035,push up_1400011.jpg,push up,6.0,train
10034,push up_1400021.jpg,push up,6.0,test
10033,push up_1400031.jpg,push up,6.0,train
10032,push up_1400041.jpg,push up,6.0,validation
10031,push up_1400051.jpg,push up,6.0,validation
10030,push up_1400061.jpg,push up,6.0,validation
10029,push up_1400071.jpg,push up,6.0,train
10028,push up_1400081.jpg,push up,6.0,test
10027,push up_1400091.jpg,push up,6.0,validation
10026,push up_1400101.jpg,push up,6.0,test
10025,push up_1400111.jpg,push up,6.0,validation
10024,push up_1400121.jpg,push up,6.0,train
10023,push up_1400131.jpg,push up,6.0,validation
10022,push up_1500001.jpg,push up,6.0,train
10021,push up_1500011.jpg,push up,6.0,train
10020,push up_1500021.jpg,push up,6.0,test
10019,push up_1500031.jpg,push up,6.0,train
10018,push up_1500041.jpg,push up,6.0,train
10017,push up_1500051.jpg,push up,6.0,validation
10016,push up_1500061.jpg,push up,6.0,test
10015,push up_1500071.jpg,push up,6.0,train
10014,push up_1600001.jpg,push up,6.0,train
10013,push up_1600011.jpg,push up,6.0,test
10012,push up_1600021.jpg,push up,6.0,test
10011,push up_1600031.jpg,push up,6.0,train
10010,push up_1600041.jpg,push up,6.0,train
10009,push up_1600051.jpg,push up,6.0,validation
10008,push up_1600061.jpg,push up,6.0,train
10007,push up_1600071.jpg,push up,6.0,train
10006,push up_1600081.jpg,push up,6.0,train
10005,push up_1600091.jpg,push up,6.0,train
10004,push up_1600101.jpg,push up,6.0,validation
10003,push up_1600111.jpg,push up,6.0,train
10002,push up_1600121.jpg,push up,6.0,train
10001,push up_1600131.jpg,push up,6.0,train
10000,push up_1700001.jpg,push up,6.0,train
9999,push up_1700011.jpg,push up,6.0,train
9998,push up_1700021.jpg,push up,6.0,train
9997,push up_1700031.jpg,push up,6.0,test
9996,push up_1700041.jpg,push up,6.0,test
9995,push up_1700051.jpg,push up,6.0,test
9994,push up_1700061.jpg,push up,6.0,train
9993,push up_1700071.jpg,push up,6.0,train
9992,push up_1700081.jpg,push up,6.0,test
9991,push up_1800001.jpg,push up,6.0,validation
9990,push up_1800011.jpg,push up,6.0,train
9989,push up_1800021.jpg,push up,6.0,test
9988,push up_1800031.jpg,push up,6.0,train
9987,push up_1800041.jpg,push up,6.0,validation
9986,push up_1800051.jpg,push up,6.0,validation
9985,push up_1800061.jpg,push up,6.0,train
9984,push up_1900001.jpg,push up,6.0,train
9983,push up_1900011.jpg,push up,6.0,validation
9982,push up_1900021.jpg,push up,6.0,train
9981,push up_1900031.jpg,push up,6.0,test
9980,push up_1900041.jpg,push up,6.0,train
9979,push up_1900051.jpg,push up,6.0,train
9978,push up_1900061.jpg,push up,6.0,train
9977,push up_1900071.jpg,push up,6.0,test
9976,push up_1900081.jpg,push up,6.0,test
9975,push up_1900091.jpg,push up,6.0,train
9974,push up_1900101.jpg,push up,6.0,train
9973,push up_1900111.jpg,push up,6.0,test
9972,push up_1900121.jpg,push up,6.0,test
9971,push up_1900131.jpg,push up,6.0,train
9970,push up_1900141.jpg,push up,6.0,train
9969,push up_2000001.jpg,push up,6.0,test
9968,push up_200001.jpg,push up,6.0,train
9967,push up_2000011.jpg,push up,6.0,train
9966,push up_2000021.jpg,push up,6.0,train
9965,push up_2000031.jpg,push up,6.0,train
9964,push up_2000041.jpg,push up,6.0,test
9963,push up_2000051.jpg,push up,6.0,train
9962,push up_2000061.jpg,push up,6.0,train
9961,push up_2000071.jpg,push up,6.0,train
9960,push up_2000081.jpg,push up,6.0,train
9959,push up_2000091.jpg,push up,6.0,test
9958,push up_2000101.jpg,push up,6.0,test
9957,push up_200011.jpg,push up,6.0,validation
9956,push up_2000111.jpg,push up,6.0,train
9955,push up_2000121.jpg,push up,6.0,train
9954,push up_2000131.jpg,push up,6.0,train
9953,push up_2000141.jpg,push up,6.0,train
9952,push up_200021.jpg,push up,6.0,train
9951,push up_200031.jpg,push up,6.0,test
9950,push up_200041.jpg,push up,6.0,validation
9949,push up_200051.jpg,push up,6.0,validation
9948,push up_200061.jpg,push up,6.0,train
9947,push up_200071.jpg,push up,6.0,test
9946,push up_200081.jpg,push up,6.0,validation
9945,push up_200091.jpg,push up,6.0,train
9944,push up_200101.jpg,push up,6.0,train
9943,push up_200111.jpg,push up,6.0,train
9942,push up_200121.jpg,push up,6.0,test
9941,push up_200131.jpg,push up,6.0,train
9940,push up_200141.jpg,push up,6.0,test
9939,push up_2300001.jpg,push up,6.0,train
9938,push up_2300011.jpg,push up,6.0,validation
9937,push up_2300021.jpg,push up,6.0,test
9936,push up_2300031.jpg,push up,6.0,test
9935,push up_2300041.jpg,push up,6.0,train
9934,push up_2300051.jpg,push up,6.0,test
9933,push up_2300061.jpg,push up,6.0,train
9932,push up_2300071.jpg,push up,6.0,test
9931,push up_2300081.jpg,push up,6.0,train
9930,push up_2300091.jpg,push up,6.0,train
9929,push up_2500001.jpg,push up,6.0,test
9928,push up_2500011.jpg,push up,6.0,validation
9927,push up_2500021.jpg,push up,6.0,train
9926,push up_2500031.jpg,push up,6.0,validation
9925,push up_2500041.jpg,push up,6.0,train
9924,push up_2500051.jpg,push up,6.0,train
9923,push up_2500061.jpg,push up,6.0,train
9922,push up_2500071.jpg,push up,6.0,validation
9921,push up_2500081.jpg,push up,6.0,test
9920,push up_300001.jpg,push up,6.0,test
9919,push up_300011.jpg,push up,6.0,test
9918,push up_300021.jpg,push up,6.0,validation
9917,push up_300031.jpg,push up,6.0,train
9916,push up_300041.jpg,push up,6.0,validation
9915,push up_300051.jpg,push up,6.0,test
9914,push up_300061.jpg,push up,6.0,train
9913,push up_300071.jpg,push up,6.0,train
9912,push up_300081.jpg,push up,6.0,train
9911,push up_300091.jpg,push up,6.0,train
9910,push up_300101.jpg,push up,6.0,train
9909,push up_300111.jpg,push up,6.0,validation
9908,push up_300121.jpg,push up,6.0,train
9907,push up_300131.jpg,push up,6.0,test
9906,push up_3100001.jpg,push up,6.0,train
9905,push up_3100011.jpg,push up,6.0,train
9904,push up_3100021.jpg,push up,6.0,validation
9903,push up_3100031.jpg,push up,6.0,train
9902,push up_3100041.jpg,push up,6.0,test
9901,push up_3100051.jpg,push up,6.0,train
9900,push up_3100061.jpg,push up,6.0,train
9899,push up_3100071.jpg,push up,6.0,validation
9898,push up_3100081.jpg,push up,6.0,test
9897,push up_3100091.jpg,push up,6.0,validation
9896,push up_3100101.jpg,push up,6.0,train
9895,push up_3100111.jpg,push up,6.0,train
9894,push up_3100121.jpg,push up,6.0,validation
9893,push up_3100131.jpg,push up,6.0,test
9892,push up_3100141.jpg,push up,6.0,train
9891,push up_3200001.jpg,push up,6.0,validation
9890,push up_3200011.jpg,push up,6.0,train
9889,push up_3200021.jpg,push up,6.0,train
9888,push up_3200031.jpg,push up,6.0,test
9887,push up_3200041.jpg,push up,6.0,train
9886,push up_3200051.jpg,push up,6.0,train
9885,push up_3200061.jpg,push up,6.0,train
9884,push up_3200071.jpg,push up,6.0,train
9883,push up_3200081.jpg,push up,6.0,validation
9882,push up_3200091.jpg,push up,6.0,validation
9881,push up_3200101.jpg,push up,6.0,validation
9880,push up_3200111.jpg,push up,6.0,train
9879,push up_3200121.jpg,push up,6.0,train
9878,push up_3200131.jpg,push up,6.0,train
9877,push up_3200141.jpg,push up,6.0,test
9876,push up_3300001.jpg,push up,6.0,test
9875,push up_3300011.jpg,push up,6.0,train
9874,push up_3300021.jpg,push up,6.0,validation
9873,push up_3300031.jpg,push up,6.0,train
9872,push up_3300041.jpg,push up,6.0,train
9871,push up_3300051.jpg,push up,6.0,train
9870,push up_3300061.jpg,push up,6.0,test
9869,push up_3300071.jpg,push up,6.0,train
9868,push up_3300081.jpg,push up,6.0,test
9867,push up_3300091.jpg,push up,6.0,train
9866,push up_3300101.jpg,push up,6.0,train
9865,push up_3300111.jpg,push up,6.0,train
9864,push up_3300121.jpg,push up,6.0,train
9863,push up_3300131.jpg,push up,6.0,validation
9862,push up_3600001.jpg,push up,6.0,validation
9861,push up_3600011.jpg,push up,6.0,train
9860,push up_3600021.jpg,push up,6.0,test
9859,push up_3600031.jpg,push up,6.0,train
9858,push up_3600041.jpg,push up,6.0,train
9857,push up_3600051.jpg,push up,6.0,test
9856,push up_3600061.jpg,push up,6.0,train
9855,push up_3600071.jpg,push up,6.0,train
9854,push up_3600081.jpg,push up,6.0,test
9853,push up_3600091.jpg,push up,6.0,train
9852,push up_3600101.jpg,push up,6.0,test
9851,push up_3600111.jpg,push up,6.0,train
9850,push up_3600121.jpg,push up,6.0,train
9849,push up_3600131.jpg,push up,6.0,validation
9848,push up_3600141.jpg,push up,6.0,test
9847,push up_3700001.jpg,push up,6.0,test
9846,push up_3700011.jpg,push up,6.0,test
9845,push up_3700021.jpg,push up,6.0,train
9844,push up_3700031.jpg,push up,6.0,train
9843,push up_3700041.jpg,push up,6.0,test
9842,push up_3700051.jpg,push up,6.0,validation
9841,push up_3700061.jpg,push up,6.0,validation
9840,push up_3700071.jpg,push up,6.0,train
9839,push up_3700081.jpg,push up,6.0,train
9838,push up_3700091.jpg,push up,6.0,train
9837,push up_3700101.jpg,push up,6.0,train
9836,push up_3700111.jpg,push up,6.0,test
9835,push up_3700121.jpg,push up,6.0,train
9834,push up_3700131.jpg,push up,6.0,test
9833,push up_3700141.jpg,push up,6.0,test
9832,push up_3900001.jpg,push up,6.0,validation
9831,push up_3900011.jpg,push up,6.0,train
9830,push up_3900021.jpg,push up,6.0,train
9829,push up_3900031.jpg,push up,6.0,validation
9828,push up_3900041.jpg,push up,6.0,train
9827,push up_3900051.jpg,push up,6.0,validation
9826,push up_3900061.jpg,push up,6.0,train
9825,push up_3900071.jpg,push up,6.0,train
9824,push up_3900081.jpg,push up,6.0,test
9823,push up_3900091.jpg,push up,6.0,validation
9822,push up_3900101.jpg,push up,6.0,test
9821,push up_3900111.jpg,push up,6.0,train
9820,push up_3900121.jpg,push up,6.0,validation
9819,push up_3900131.jpg,push up,6.0,test
9818,push up_400001.jpg,push up,6.0,train
9817,push up_400011.jpg,push up,6.0,validation
9816,push up_400021.jpg,push up,6.0,train
9815,push up_400031.jpg,push up,6.0,train
9814,push up_400041.jpg,push up,6.0,validation
9813,push up_400051.jpg,push up,6.0,train
9812,push up_400061.jpg,push up,6.0,test
9811,push up_400071.jpg,push up,6.0,train
9810,push up_400081.jpg,push up,6.0,train
9809,push up_400091.jpg,push up,6.0,validation
9808,push up_400101.jpg,push up,6.0,train
9807,push up_400111.jpg,push up,6.0,train
9806,push up_400121.jpg,push up,6.0,train
9805,push up_400131.jpg,push up,6.0,train
9804,push up_400141.jpg,push up,6.0,validation
9803,push up_4100001.jpg,push up,6.0,validation
9802,push up_4100011.jpg,push up,6.0,train
9801,push up_4100021.jpg,push up,6.0,train
9800,push up_4100031.jpg,push up,6.0,train
9799,push up_4100041.jpg,push up,6.0,train
9798,push up_4100051.jpg,push up,6.0,train
9797,push up_4100061.jpg,push up,6.0,test
9796,push up_4100071.jpg,push up,6.0,test
9795,push up_4100081.jpg,push up,6.0,train
9794,push up_4100091.jpg,push up,6.0,test
9793,push up_4100101.jpg,push up,6.0,train
9792,push up_4900001.jpg,push up,6.0,test
9791,push up_4900011.jpg,push up,6.0,test
9790,push up_4900021.jpg,push up,6.0,train
9789,push up_4900031.jpg,push up,6.0,validation
9788,push up_4900041.jpg,push up,6.0,test
9787,push up_4900051.jpg,push up,6.0,validation
9786,push up_4900061.jpg,push up,6.0,train
9785,push up_4900071.jpg,push up,6.0,validation
9784,push up_4900081.jpg,push up,6.0,test
9783,push up_4900091.jpg,push up,6.0,validation
9782,push up_4900101.jpg,push up,6.0,train
9781,push up_4900111.jpg,push up,6.0,train
9780,push up_4900121.jpg,push up,6.0,train
9779,push up_4900131.jpg,push up,6.0,train
9778,push up_4900141.jpg,push up,6.0,test
9777,push up_5000001.jpg,push up,6.0,test
9776,push up_5000011.jpg,push up,6.0,train
9775,push up_5000021.jpg,push up,6.0,validation
9774,push up_5000031.jpg,push up,6.0,train
9773,push up_5000041.jpg,push up,6.0,train
9772,push up_5000051.jpg,push up,6.0,train
9771,push up_5000061.jpg,push up,6.0,validation
9770,push up_5000071.jpg,push up,6.0,train
9769,push up_5000081.jpg,push up,6.0,train
9768,push up_5000091.jpg,push up,6.0,test
9767,push up_5000101.jpg,push up,6.0,validation
9766,push up_5000111.jpg,push up,6.0,train
9765,push up_5000121.jpg,push up,6.0,train
9764,push up_5000131.jpg,push up,6.0,test
9763,push up_5100001.jpg,push up,6.0,train
9762,push up_5100011.jpg,push up,6.0,train
9761,push up_5100021.jpg,push up,6.0,validation
9760,push up_5100031.jpg,push up,6.0,validation
9759,push up_5100041.jpg,push up,6.0,train
9758,push up_5100051.jpg,push up,6.0,train
9757,push up_5100061.jpg,push up,6.0,train
9756,push up_5100081.jpg,push up,6.0,test
9755,push up_5100091.jpg,push up,6.0,train
9754,push up_5100101.jpg,push up,6.0,validation
9753,push up_5100111.jpg,push up,6.0,test
9752,push up_5100121.jpg,push up,6.0,train
9751,push up_5200001.jpg,push up,6.0,train
9750,push up_5200011.jpg,push up,6.0,validation
9749,push up_5200021.jpg,push up,6.0,train
9748,push up_5200031.jpg,push up,6.0,train
9747,push up_5200041.jpg,push up,6.0,train
9746,push up_5200051.jpg,push up,6.0,train
9745,push up_5200061.jpg,push up,6.0,test
9744,push up_5200071.jpg,push up,6.0,validation
9743,push up_5200081.jpg,push up,6.0,validation
9742,push up_5200091.jpg,push up,6.0,validation
9741,push up_5200101.jpg,push up,6.0,train
9740,push up_5200111.jpg,push up,6.0,train
9739,push up_5200121.jpg,push up,6.0,train
9738,push up_5200131.jpg,push up,6.0,train
9737,push up_5200141.jpg,push up,6.0,test
9736,push up_5200151.jpg,push up,6.0,validation
9735,push up_5200161.jpg,push up,6.0,train
9734,push up_5200171.jpg,push up,6.0,train
9733,push up_5200181.jpg,push up,6.0,train
9732,push up_5200191.jpg,push up,6.0,test
9731,push up_5200201.jpg,push up,6.0,train
9730,push up_5200211.jpg,push up,6.0,train
9729,push up_5200221.jpg,push up,6.0,train
9728,push up_5200231.jpg,push up,6.0,train
9727,push up_5200241.jpg,push up,6.0,train
9726,push up_5200251.jpg,push up,6.0,validation
9725,push up_5200261.jpg,push up,6.0,test
9724,push up_5200271.jpg,push up,6.0,train
9723,push up_5200281.jpg,push up,6.0,test
9722,push up_5200291.jpg,push up,6.0,train
9721,push up_5200301.jpg,push up,6.0,test
9720,push up_5200311.jpg,push up,6.0,train
9719,push up_5200321.jpg,push up,6.0,validation
9718,push up_5200331.jpg,push up,6.0,test
9717,push up_5200341.jpg,push up,6.0,train
9716,push up_5200351.jpg,push up,6.0,test
9715,push up_5200361.jpg,push up,6.0,test
9714,push up_5200371.jpg,push up,6.0,test
9713,push up_5200381.jpg,push up,6.0,train
9712,push up_5200391.jpg,push up,6.0,train
9711,push up_5200401.jpg,push up,6.0,train
9710,push up_5300001.jpg,push up,6.0,validation
9709,push up_5300011.jpg,push up,6.0,test
9708,push up_5300021.jpg,push up,6.0,train
9707,push up_5300031.jpg,push up,6.0,train
9706,push up_5300041.jpg,push up,6.0,validation
9705,push up_5300051.jpg,push up,6.0,validation
9704,push up_5300061.jpg,push up,6.0,train
9703,push up_5300071.jpg,push up,6.0,train
9702,push up_5300081.jpg,push up,6.0,train
9701,push up_5300091.jpg,push up,6.0,train
9700,push up_5300101.jpg,push up,6.0,train
9699,push up_5300111.jpg,push up,6.0,train
9698,push up_5300121.jpg,push up,6.0,validation
9697,push up_5300131.jpg,push up,6.0,test
9696,push up_5300141.jpg,push up,6.0,test
9695,push up_5300151.jpg,push up,6.0,train
9694,push up_5300161.jpg,push up,6.0,train
9693,push up_5300171.jpg,push up,6.0,train
9692,push up_5300181.jpg,push up,6.0,train
9691,push up_5300191.jpg,push up,6.0,train
9690,push up_5300201.jpg,push up,6.0,train
9689,push up_5300211.jpg,push up,6.0,test
9688,push up_5300221.jpg,push up,6.0,train
9687,push up_5300241.jpg,push up,6.0,train
9686,push up_5300251.jpg,push up,6.0,validation
9685,push up_5300261.jpg,push up,6.0,test
9684,push up_5300281.jpg,push up,6.0,train
9683,push up_5300291.jpg,push up,6.0,validation
9682,push up_5300301.jpg,push up,6.0,train
9681,push up_5300321.jpg,push up,6.0,train
9680,push up_5300331.jpg,push up,6.0,validation
9679,push up_5300341.jpg,push up,6.0,train
9678,push up_5300361.jpg,push up,6.0,train
9677,push up_5300371.jpg,push up,6.0,train
9676,push up_5300381.jpg,push up,6.0,train
9675,push up_5300391.jpg,push up,6.0,train
9674,push up_5300401.jpg,push up,6.0,validation
9673,push up_5300411.jpg,push up,6.0,test
9672,push up_5300421.jpg,push up,6.0,test
9671,push up_5300431.jpg,push up,6.0,train
9670,push up_5300441.jpg,push up,6.0,train
9669,push up_5300451.jpg,push up,6.0,train
9668,push up_5300461.jpg,push up,6.0,test
9667,push up_5300471.jpg,push up,6.0,train
9666,push up_5300481.jpg,push up,6.0,train
9665,push up_5300491.jpg,push up,6.0,test
9664,push up_5300501.jpg,push up,6.0,train
9663,push up_5300511.jpg,push up,6.0,train
9662,push up_5300521.jpg,push up,6.0,test
9661,push up_5300531.jpg,push up,6.0,train
9660,push up_5300581.jpg,push up,6.0,test
9659,push up_5300591.jpg,push up,6.0,train
9658,push up_5300601.jpg,push up,6.0,train
9657,push up_5300611.jpg,push up,6.0,train
9656,push up_5300621.jpg,push up,6.0,train
9655,push up_5300631.jpg,push up,6.0,test
9654,push up_5300641.jpg,push up,6.0,test
9653,push up_5300651.jpg,push up,6.0,validation
9652,push up_5400001.jpg,push up,6.0,train
9651,push up_5400011.jpg,push up,6.0,train
9650,push up_5400021.jpg,push up,6.0,test
9649,push up_5400031.jpg,push up,6.0,validation
9648,push up_5400041.jpg,push up,6.0,train
9647,push up_5400111.jpg,push up,6.0,train
9646,push up_5400121.jpg,push up,6.0,train
9645,push up_5400131.jpg,push up,6.0,train
9644,push up_5400141.jpg,push up,6.0,train
9643,push up_5400151.jpg,push up,6.0,train
9642,push up_5400161.jpg,push up,6.0,train
9641,push up_5400171.jpg,push up,6.0,train
9640,push up_5400181.jpg,push up,6.0,test
9639,push up_5400191.jpg,push up,6.0,test
9638,push up_5400201.jpg,push up,6.0,test
9637,push up_5400211.jpg,push up,6.0,train
9636,push up_5400221.jpg,push up,6.0,test
9635,push up_5400231.jpg,push up,6.0,test
9634,push up_5400241.jpg,push up,6.0,test
9633,push up_5400341.jpg,push up,6.0,validation
9632,push up_5400351.jpg,push up,6.0,train
9631,push up_5400361.jpg,push up,6.0,train
9630,push up_5400371.jpg,push up,6.0,train
9629,push up_5400381.jpg,push up,6.0,train
9628,push up_5400391.jpg,push up,6.0,test
9627,push up_5400401.jpg,push up,6.0,train
9626,push up_5400411.jpg,push up,6.0,test
9625,push up_5400421.jpg,push up,6.0,train
9624,push up_5400431.jpg,push up,6.0,train
9623,push up_5400441.jpg,push up,6.0,validation
9622,push up_5400451.jpg,push up,6.0,train
9621,push up_5400461.jpg,push up,6.0,test
9620,push up_5400471.jpg,push up,6.0,test
9619,push up_5400481.jpg,push up,6.0,train
9618,push up_5400491.jpg,push up,6.0,validation
9617,push up_5400501.jpg,push up,6.0,test
9616,push up_5400511.jpg,push up,6.0,train
9615,push up_5400521.jpg,push up,6.0,test
9614,push up_5400531.jpg,push up,6.0,validation
9613,push up_5400541.jpg,push up,6.0,validation
9612,push up_5400551.jpg,push up,6.0,train
9611,push up_5400561.jpg,push up,6.0,train
9610,push up_5400571.jpg,push up,6.0,train
9609,push up_5400581.jpg,push up,6.0,train
9608,push up_5400591.jpg,push up,6.0,train
9607,push up_5400601.jpg,push up,6.0,train
9606,push up_5400611.jpg,push up,6.0,validation
9605,push up_5400621.jpg,push up,6.0,validation
9604,push up_5400631.jpg,push up,6.0,train
9603,push up_5400641.jpg,push up,6.0,validation
9602,push up_5400651.jpg,push up,6.0,test
9601,push up_5400661.jpg,push up,6.0,test
9600,push up_5400671.jpg,push up,6.0,train
9599,push up_5400681.jpg,push up,6.0,test
9598,push up_5400691.jpg,push up,6.0,validation
9597,push up_5400701.jpg,push up,6.0,train
9596,push up_5400711.jpg,push up,6.0,test
9595,push up_5500001.jpg,push up,6.0,test
9594,push up_5500011.jpg,push up,6.0,train
9593,push up_5500021.jpg,push up,6.0,validation
9592,push up_5500121.jpg,push up,6.0,train
9591,push up_5500131.jpg,push up,6.0,test
9590,push up_5500141.jpg,push up,6.0,test
9589,push up_5500151.jpg,push up,6.0,train
9588,push up_5500161.jpg,push up,6.0,validation
9587,push up_5500171.jpg,push up,6.0,validation
9586,push up_5500181.jpg,push up,6.0,train
9585,push up_5500191.jpg,push up,6.0,train
9584,push up_5500201.jpg,push up,6.0,train
9583,push up_5500211.jpg,push up,6.0,validation
9582,push up_5500221.jpg,push up,6.0,train
9581,push up_5500231.jpg,push up,6.0,test
9580,push up_5500241.jpg,push up,6.0,train
9579,push up_5500251.jpg,push up,6.0,train
9578,push up_5500261.jpg,push up,6.0,validation
9577,push up_5500271.jpg,push up,6.0,validation
9576,push up_5500281.jpg,push up,6.0,train
9575,push up_5500291.jpg,push up,6.0,train
9574,push up_5500301.jpg,push up,6.0,train
9573,push up_5500311.jpg,push up,6.0,test
9572,push up_5500321.jpg,push up,6.0,validation
9571,push up_5500331.jpg,push up,6.0,validation
9570,push up_5500341.jpg,push up,6.0,train
9569,push up_5500351.jpg,push up,6.0,train
9568,push up_5500361.jpg,push up,6.0,train
9567,push up_5500371.jpg,push up,6.0,train
9566,push up_5500381.jpg,push up,6.0,train
9565,push up_5500391.jpg,push up,6.0,train
9564,push up_5500401.jpg,push up,6.0,train
9563,push up_5500411.jpg,push up,6.0,train
9562,push up_5500421.jpg,push up,6.0,train
9561,push up_5500431.jpg,push up,6.0,train
9560,push up_5500441.jpg,push up,6.0,train
9559,push up_5500451.jpg,push up,6.0,train
9558,push up_5500461.jpg,push up,6.0,train
9557,push up_5600001.jpg,push up,6.0,train
9556,push up_5600011.jpg,push up,6.0,train
9555,push up_5600021.jpg,push up,6.0,train
9554,push up_5600031.jpg,push up,6.0,train
9553,push up_5600041.jpg,push up,6.0,train
9552,push up_5600051.jpg,push up,6.0,train
9551,push up_5600061.jpg,push up,6.0,train
9550,push up_5600071.jpg,push up,6.0,validation
9549,push up_5600081.jpg,push up,6.0,train
9548,push up_5600091.jpg,push up,6.0,train
9547,push up_5600101.jpg,push up,6.0,test
9546,push up_5600111.jpg,push up,6.0,test
9545,push up_5600121.jpg,push up,6.0,test
9544,push up_5600131.jpg,push up,6.0,train
9543,push up_5600141.jpg,push up,6.0,train
9542,push up_5600151.jpg,push up,6.0,train
9541,push up_5600161.jpg,push up,6.0,train
9540,push up_5600171.jpg,push up,6.0,train
9539,push up_5600181.jpg,push up,6.0,validation
9538,push up_5600191.jpg,push up,6.0,train
9537,push up_5600201.jpg,push up,6.0,validation
9536,push up_5600211.jpg,push up,6.0,validation
9535,push up_5600221.jpg,push up,6.0,test
9534,push up_5600231.jpg,push up,6.0,validation
9533,push up_5600241.jpg,push up,6.0,train
9532,push up_5600251.jpg,push up,6.0,train
9531,push up_5600261.jpg,push up,6.0,test
9530,push up_5600271.jpg,push up,6.0,train
9529,push up_5600281.jpg,push up,6.0,test
9528,push up_5600291.jpg,push up,6.0,train
9527,push up_5600301.jpg,push up,6.0,test
9526,push up_5600311.jpg,push up,6.0,test
9525,push up_5600321.jpg,push up,6.0,train
9524,push up_5600331.jpg,push up,6.0,train
9523,push up_5600341.jpg,push up,6.0,train
9522,push up_5600351.jpg,push up,6.0,validation
9521,push up_5600361.jpg,push up,6.0,train
9520,push up_5600371.jpg,push up,6.0,train
9519,push up_5600381.jpg,push up,6.0,train
9518,push up_5600391.jpg,push up,6.0,train
9517,push up_5600401.jpg,push up,6.0,test
9516,push up_5600411.jpg,push up,6.0,test
9515,push up_5600421.jpg,push up,6.0,validation
9514,push up_5600431.jpg,push up,6.0,train
9513,push up_5600441.jpg,push up,6.0,validation
9512,push up_5600451.jpg,push up,6.0,test
9511,push up_5600461.jpg,push up,6.0,validation
9510,push up_5600471.jpg,push up,6.0,train
9509,push up_5600481.jpg,push up,6.0,test
9508,push up_5600491.jpg,push up,6.0,validation
9507,push up_5600501.jpg,push up,6.0,train
9506,push up_5600511.jpg,push up,6.0,validation
9505,push up_5600521.jpg,push up,6.0,train
9504,push up_5600531.jpg,push up,6.0,train
9503,push up_5600541.jpg,push up,6.0,test
9502,push up_5600551.jpg,push up,6.0,train
9501,push up_5600561.jpg,push up,6.0,train
9500,push up_5600571.jpg,push up,6.0,train
9499,push up_900001.jpg,push up,6.0,test
9498,push up_900011.jpg,push up,6.0,train
9497,push up_900021.jpg,push up,6.0,train
9496,push up_900031.jpg,push up,6.0,test
9495,push up_900041.jpg,push up,6.0,train
9494,push up_900051.jpg,push up,6.0,validation
9493,push up_900061.jpg,push up,6.0,train
9492,push up_900071.jpg,push up,6.0,validation
9491,push up_900081.jpg,push up,6.0,train
9490,push up_900091.jpg,push up,6.0,test
9489,push up_900101.jpg,push up,6.0,test
9488,push up_900111.jpg,push up,6.0,train
9487,push up_900121.jpg,push up,6.0,validation
9486,push up_900131.jpg,push up,6.0,validation
9485,push up_900141.jpg,push up,6.0,train
9484,push up_g1.jpg,push up,6.0,test
9483,push up_g10.jpg,push up,6.0,train
9482,push up_g11.jpg,push up,6.0,train
9481,push up_g12.jpg,push up,6.0,test
9480,push up_g13.jpg,push up,6.0,train
9479,push up_g14.jpg,push up,6.0,train
9478,push up_g15.jpg,push up,6.0,train
9477,push up_g16.jpg,push up,6.0,validation
9476,push up_g17.jpg,push up,6.0,train
9475,push up_g18.jpg,push up,6.0,test
9474,push up_g19.jpg,push up,6.0,validation
9473,push up_g2.jpg,push up,6.0,validation
9472,push up_g20.jpg,push up,6.0,validation
9471,push up_g3.jpg,push up,6.0,test
9470,push up_g4.jpg,push up,6.0,validation
9469,push up_g5.jpg,push up,6.0,train
9468,push up_g6.jpg,push up,6.0,validation
9467,push up_g7.jpg,push up,6.0,test
9466,push up_g8.jpg,push up,6.0,train
9465,push up_g9.jpg,push up,6.0,train
9464,barbell biceps curl_1000001.jpg,barbell biceps curl,7.0,train
9463,barbell biceps curl_100001.jpg,barbell biceps curl,7.0,train
9462,barbell biceps curl_1000011.jpg,barbell biceps curl,7.0,validation
9461,barbell biceps curl_1000021.jpg,barbell biceps curl,7.0,train
9460,barbell biceps curl_1000031.jpg,barbell biceps curl,7.0,train
9459,barbell biceps curl_1000041.jpg,barbell biceps curl,7.0,train
9458,barbell biceps curl_1000051.jpg,barbell biceps curl,7.0,test
9457,barbell biceps curl_1000061.jpg,barbell biceps curl,7.0,validation
9456,barbell biceps curl_1000071.jpg,barbell biceps curl,7.0,train
9455,barbell biceps curl_1000081.jpg,barbell biceps curl,7.0,train
9454,barbell biceps curl_100011.jpg,barbell biceps curl,7.0,test
